,Text,depressive,sentiment,thai_text
168,my life is complete except all my brothers are in troublewar poverty hunger hostility.,1,1,ชีวิตของฉันสมบูรณ์ยกเว้นพี่น้องของฉันทั้งหมดอยู่ในสงครามความยากจนความหิวโหยการเป็นศัตรูกัน
169,Best childhood I could had dreamed.,0,0,วัยเด็กที่ดีที่สุดที่ฉันสามารถฝันได้
170,i do not look at their problems as trivial any more.,0,2,ฉันไม่มองปัญหาของพวกเขาเป็นเรื่องเล็กน้อยอีกต่อไป
171,please bury me next to my baby.,0,2,โปรดฝังฉันไว้ข้างลูกของฉัน
172,"I again paid 8,55,000 + 2 lakh as ordered by court.",0,2,"ฉันจ่ายอีกครั้ง 8,55,000 + 2 แสนตามที่ศาลสั่ง"
173,"you once said, the first time i heard you talk at the actor's studio, ""there is only concentration between the actor and suicide"".",0,2,"คุณเคยพูดว่า ครั้งแรกที่ฉันได้ยินคุณพูดที่สตูดิโอของนักแสดง ""มีเพียงความเข้มข้นระหว่างนักแสดงกับการฆ่าตัวตาย"""
174,i love you so completely whole heartedly without restraint.,1,0,ฉันรักคุณอย่างสุดหัวใจโดยไม่มีการยับยั้งชั่งใจ
175,I do not want him to booked for my suicide.,0,2,ฉันไม่ต้องการให้เขาจองสำหรับการฆ่าตัวตายของฉัน
176,"For the sake of preventing future loss of life rather it be from the hand of bad cops upon meinnated people, or from the hand of the people upon good cops, I do not ask but order ( With & By the power of the people behind me ) for All bad cops to be punished swiftly, completly, & us?unhesitantingly; for all unethical police practices & procedures To cease immediately.",0,2,เพื่อป้องกันความสูญเสียในชีวิตในอนาคต แทนที่จะเป็นมือตำรวจเลวที่ทำร้ายประชาชน หรือจากมือประชาชนที่มือตำรวจดี ข้าพเจ้าไม่ขอสั่ง แต่สั่งการ (ด้วย & ด้วยพลังประชาชนที่อยู่เบื้องหลังข้าพเจ้า) ) เพื่อให้ตำรวจเลวทั้งหมดได้รับการลงโทษอย่างรวดเร็ว ครบถ้วน & พวกเรา?โดยไม่ลังเล; สำหรับการปฏิบัติและขั้นตอนของตำรวจที่ผิดจรรยาบรรณทั้งหมดให้ยุติทันที
177,"The extortion till the video become viral was not violent but emotional, a clever play of gestures & words by a much younger woman to lead him on to lose his senses & shower her with money.",0,1,การขู่กรรโชกจนวิดีโอกลายเป็นไวรัลนั้นไม่ได้รุนแรงแต่ใช้อารมณ์ การใช้ท่าทางและคำพูดอย่างชาญฉลาดโดยหญิงสาวที่อายุน้อยกว่าเพื่อทำให้เขาหมดสติและจ่ายเงินให้เธอ
